'43',,,'nl','08-10-2018 11:15:55','08-10-2018 11:15:55',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'44',,,'nl','08-10-2018 17:05:08','08-10-2018 17:05:08',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'45',,,'nl','08-10-2018 18:52:48','08-10-2018 18:52:48',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'46',,,'nl','08-10-2018 19:01:32','08-10-2018 19:01:32',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'47',,,'nl','08-10-2018 19:50:44','08-10-2018 19:50:44',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'48',,,'nl','08-10-2018 20:33:31','08-10-2018 20:33:31',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'49',,,'nl','09-10-2018 02:19:40','09-10-2018 02:19:40',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'50',,,'nl','09-10-2018 17:05:31','09-10-2018 17:05:31',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'51',,,'nl','09-10-2018 19:05:44','09-10-2018 19:05:44',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'52','10-10-2018 09:18:11','19','nl','10-10-2018 09:16:21','10-10-2018 09:18:11','1','2230','1','6','4','28.0000000000','9','1','2','1','2','5','5','5','5','5','5','5','5','5','5','5','4','4','4','4','4','4',,'4','4','4','4','4','4','6','6','6','6','6','6','4','4','4','4','4','5','5','5','5','5','5','5','5','5','5','5','5','5','5','1','1','1','1','1','1','1','1','1','1','1','1','2','2','2','2','2','2','2','2','2','2','2','2','6','6','6','6','6','6','6','6','6','6','6','7','7','7','7','7','1','1','1','1','1','1','1','1','1','1','1','1',,
'53',,,'nl','10-10-2018 12:56:04','10-10-2018 12:56:04',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'54',,,'nl','10-10-2018 12:56:04','10-10-2018 12:56:04',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'55',,,'nl','10-10-2018 12:56:32','10-10-2018 12:56:32',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'56',,,'nl','11-10-2018 07:50:24','11-10-2018 07:50:24',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'57',,'0','nl','12-10-2018 07:31:25','12-10-2018 07:33:21',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'60',,,'nl','13-10-2018 03:26:26','13-10-2018 03:26:26',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'61',,,'nl','14-10-2018 07:38:56','14-10-2018 07:38:56',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'59','12-10-2018 17:47:05','19','nl','12-10-2018 17:33:48','12-10-2018 17:47:05','1','23:15','1','7','2','48.0000000000','14','1','1','2','1','7','7','4','5','7','7','6','7','4','4','1','4','2','2','5','5','4','4','4','4','4','4','4','6','7','4','7','7','7','7','7','7','7','7','7','4','6','6','4','4','2','2','7','5','6','6','6','6','6','6','6','6','6','5','5','5','7','7','7','7','7','1','1','1','1','1','1','1','1','2','2','3','2','3','4','3','4','3','6','3','5','4','4','4','2','2','3','3','3','2','2','3','3','2','2','3','3','4','4','4','4',,
